,rating
42697,5.0
42698,2.0
42699,4.0
42700,2.0
42701,3.0
42702,3.0
42703,5.0
42704,3.0
42705,3.0
42706,2.0
42707,4.0
42708,4.0
42709,3.0
42710,3.0
42711,1.0
42712,1.0
42713,5.0
42714,4.0
42715,3.0
42716,5.0
42717,4.0
42718,2.0
42719,3.0
42720,1.0
42721,1.0
42722,4.0
42723,1.0
42724,2.0
42725,2.0
42726,1.0
42727,3.0
42728,3.0
42729,2.0
42730,5.0
42731,5.0
42732,5.0
42733,2.0
42734,5.0
42735,2.0
42736,3.0
42737,4.0
42738,3.0
42739,1.0
42740,3.0
42741,2.0
42742,4.0
42743,4.0
42744,2.0
42745,2.0
42746,1.0
42747,2.0
42748,3.0
42749,4.0
42750,2.0
42751,3.0
42752,4.0
42753,5.0
42754,5.0
42755,3.0
42756,3.0
42757,4.0
42758,5.0
42759,4.0
42760,5.0
42761,4.0
42762,2.0
42763,3.0
42764,3.0
42765,2.0
42766,3.0
42767,3.0
42768,3.0
42769,5.0
42770,3.0
42771,2.0
42772,2.0
42773,3.0
42774,4.0
42775,1.0
42776,3.0
42777,4.0
42778,5.0
42779,4.0
42780,4.0
42781,4.0
42782,3.0
42783,3.0
42784,4.0
42785,4.0
42786,5.0
42787,4.0
42788,4.0
42789,3.0
42790,4.0
42791,5.0
42792,2.0
42793,4.0
42794,3.0
42795,5.0
42796,4.0
42797,3.0
42798,4.0
42799,5.0
42800,3.0
42801,3.0
42802,1.0
42803,1.0
42804,1.0
42805,1.0
42806,1.0
42807,3.0
42808,5.0
42809,4.0
42810,5.0
42811,3.0
42812,5.0
42813,4.0
42814,4.0
42815,3.0
42816,2.0
42817,2.0
42818,1.0
42819,5.0
42820,5.0
42821,4.0
42822,5.0
42823,4.0
42824,5.0
42825,5.0
42826,2.0
42827,3.0
42828,5.0
42829,3.0
42830,5.0
42831,4.0
42832,2.0
42833,3.0
42834,5.0
42835,5.0
42836,5.0
42837,2.0
42838,2.0
42839,3.0
42840,4.0
42841,1.0
42842,4.0
42843,2.0
42844,3.0
42845,2.0
42846,4.0
42847,4.0
42848,3.0
42849,3.0
42850,3.0
42851,4.0
42852,4.0
42853,4.0
42854,3.0
42855,3.0
42856,3.0
42857,4.0
42858,3.0
42859,4.0
42860,3.0
42861,2.0
42862,5.0
42863,5.0
42864,4.0
42865,2.0
42866,5.0
42867,5.0
42868,4.0
42869,4.0
42870,5.0
42871,4.0
42872,4.0
42873,4.0
42874,5.0
42875,4.0
42876,3.0
42877,3.0
42878,4.0
42879,3.0
42880,5.0
42881,2.0
42882,4.0
42883,3.0
42884,3.0
42885,3.0
42886,4.0
42887,3.0
42888,3.0
42889,3.0
42890,3.0
42891,4.0
42892,3.0
42893,3.0
42894,4.0
42895,2.0
42896,3.0
42897,3.0
42898,4.0
42899,1.0
42900,3.0
42901,4.0
42902,3.0
42903,2.0
42904,2.0
42905,3.0
42906,2.0
42907,1.0
42908,3.0
42909,1.0
42910,2.0
42911,3.0
42912,3.0
42913,2.0
42914,3.0
42915,3.0
42916,1.0
42917,3.0
42918,3.0
42919,5.0
42920,3.0
42921,3.0
42922,1.0
42923,4.0
42924,2.0
42925,5.0
42926,1.0
42927,3.0
42928,2.0
42929,3.0
42930,3.0
42931,4.0
42932,4.0
42933,4.0
42934,3.0
42935,2.0
42936,4.0
42937,3.0
42938,2.0
42939,3.0
42940,1.0
42941,3.0
42942,2.0
42943,3.0
42944,3.0
42945,3.0
42946,3.0
42947,5.0
42948,3.0
42949,3.0
42950,4.0
42951,5.0
42952,4.0
42953,4.0
42954,3.0
42955,2.0
42956,3.0
42957,4.0
42958,3.0
42959,5.0
42960,2.0
42961,3.0
42962,3.0
42963,3.0
42964,3.0
42965,3.0
42966,3.0
42967,3.0
42968,5.0
42969,3.0
42970,3.0
42971,3.0
42972,3.0
42973,4.0
42974,4.0
42975,4.0
42976,3.0
42977,3.0
42978,3.0
42979,3.0
42980,3.0
42981,3.0
42982,5.0
42983,4.0
42984,3.0
42985,3.0
42986,3.0
42987,2.0
42988,3.0
42989,2.0
42990,3.0
42991,3.0
42992,3.0
42993,4.0
42994,4.0
42995,5.0
42996,3.0
42997,3.0
42998,3.0
42999,4.0
43000,4.0
43001,3.0
43002,5.0
43003,5.0
43004,4.0
43005,4.0
43006,3.0
43007,3.0
43008,4.0
43009,3.0
43010,3.0
43011,4.0
43012,3.0
43013,3.0
43014,2.0
43015,2.0
43016,3.0
43017,2.0
43018,3.0
43019,4.5
43020,1.5
43021,2.5
43022,1.5
43023,3.5
43024,4.0
43025,4.5
43026,3.0
43027,2.5
43028,3.5
43029,1.5
43030,2.5
43031,3.0
43032,3.0
43033,2.5
43034,3.5
43035,3.0
43036,3.0
43037,1.5
43038,2.0
43039,3.5
43040,4.5
43041,3.0
43042,3.5
43043,3.0
43044,1.5
43045,3.0
43046,4.0
43047,3.0
43048,3.0
43049,3.5
43050,3.5
43051,3.0
43052,3.5
43053,1.5
43054,2.5
43055,3.0
43056,2.5
43057,2.5
43058,2.5
43059,3.0
43060,3.0
43061,3.0
43062,2.5
43063,3.0
43064,3.5
43065,4.0
43066,3.0
43067,4.0
43068,4.0
43069,3.5
43070,3.0
43071,5.0
43072,5.0
43073,5.0
43074,5.0
43075,5.0
43076,3.0
43077,4.0
43078,4.0
43079,2.0
43080,4.0
43081,5.0
43082,4.0
43083,5.0
43084,4.0
43085,3.0
43086,4.0
43087,5.0
43088,5.0
43089,5.0
43090,5.0
43091,5.0
43092,4.0
43093,5.0
43094,3.0
43095,4.0
43096,3.0
43097,5.0
43098,4.0
43099,5.0
43100,3.0
43101,3.0
43102,5.0
43103,5.0
43104,3.0
43105,3.0
43106,5.0
43107,2.0
43108,4.0
43109,3.0
43110,5.0
43111,3.0
43112,4.0
43113,5.0
43114,2.0
43115,5.0
43116,3.0
43117,5.0
43118,4.0
43119,5.0
43120,4.0
43121,2.0
43122,5.0
43123,5.0
43124,2.0
43125,4.0
43126,4.0
43127,3.0
43128,3.0
43129,3.0
43130,3.0
43131,3.0
43132,4.0
43133,4.0
43134,4.0
43135,5.0
43136,3.0
43137,4.0
43138,5.0
43139,4.0
43140,4.0
43141,3.0
43142,3.0
43143,5.0
43144,3.0
43145,3.0
43146,3.0
43147,3.0
43148,5.0
43149,3.0
43150,5.0
43151,2.0
43152,4.0
43153,3.0
43154,4.0
43155,5.0
43156,4.0
43157,5.0
43158,4.0
43159,3.0
43160,5.0
43161,4.0
43162,5.0
43163,2.0
43164,5.0
43165,5.0
43166,4.0
43167,3.0
43168,3.0
43169,4.0
43170,2.0
43171,3.0
43172,2.0
43173,5.0
43174,2.0
43175,4.0
43176,3.0
43177,4.0
43178,4.0
43179,5.0
43180,2.0
43181,4.0
43182,4.0
43183,4.0
43184,3.0
43185,4.0
43186,3.0
43187,5.0
43188,5.0
43189,4.0
43190,3.0
43191,2.0
43192,3.0
43193,3.0
43194,2.0
43195,5.0
43196,5.0
43197,2.0
43198,4.0
43199,4.0
43200,2.0
43201,2.0
43202,3.0
43203,3.0
43204,3.0
43205,4.0
43206,3.0
43207,2.0
43208,4.0
43209,4.0
43210,5.0
43211,3.0
43212,4.0
43213,3.0
43214,2.0
43215,3.0
43216,4.0
43217,4.0
43218,3.0
43219,3.0
43220,4.0
43221,5.0
43222,4.0
43223,3.0
43224,4.0
43225,5.0
43226,3.0
43227,4.0
43228,3.0
43229,3.0
43230,2.0
43231,4.0
43232,5.0
43233,5.0
43234,4.0
43235,3.0
43236,2.0
43237,3.0
43238,2.0
43239,4.0
43240,3.0
43241,2.0
43242,3.5
43243,4.0
43244,3.0
43245,3.5
43246,3.5
43247,4.5
43248,3.5
43249,3.0
43250,4.0
43251,3.5
43252,3.5
43253,3.5
43254,3.5
43255,3.5
43256,4.5
43257,3.5
43258,3.0
43259,5.0
43260,4.5
43261,4.5
43262,4.0
43263,4.0
43264,3.5
43265,4.5
43266,4.0
43267,4.0
43268,4.5
43269,3.5
43270,4.5
43271,4.0
43272,4.0
43273,3.5
43274,4.0
43275,4.0
43276,3.5
43277,3.5
43278,4.0
43279,3.5
43280,3.5
43281,3.5
43282,4.0
43283,3.5
43284,3.0
43285,4.5
43286,3.5
43287,4.0
43288,4.5
43289,4.0
43290,4.0
43291,3.5
43292,4.0
43293,3.5
43294,3.5
43295,3.5
43296,3.0
43297,2.5
43298,4.0
43299,4.0
43300,2.5
43301,4.0
43302,3.0
43303,4.5
43304,3.5
43305,4.0
43306,4.0
43307,4.0
43308,3.5
43309,3.5
43310,3.5
43311,4.0
43312,3.5
43313,3.5
43314,3.5
43315,4.0
43316,4.0
43317,3.0
43318,3.5
43319,3.5
43320,4.0
43321,3.5
43322,4.0
43323,4.0
43324,3.5
43325,3.5
43326,4.0
43327,4.0
43328,5.0
43329,3.5
43330,3.0
43331,2.5
43332,4.0
43333,4.0
43334,2.5
43335,4.0
43336,5.0
43337,4.5
43338,4.5
43339,4.0
43340,4.0
43341,3.0
43342,3.5
43343,3.5
43344,3.5
43345,4.0
43346,3.5
43347,4.0
43348,4.0
43349,4.0
43350,3.5
43351,4.0
43352,4.5
43353,2.5
43354,3.5
43355,4.0
43356,3.0
43357,4.0
43358,4.0
43359,4.5
43360,4.0
43361,4.0
43362,3.5
43363,4.5
43364,5.0
43365,3.5
43366,3.5
43367,3.5
43368,3.5
43369,3.5
43370,2.5
43371,4.0
43372,3.5
43373,4.0
43374,3.0
43375,3.5
43376,4.0
43377,4.0
43378,3.5
43379,4.0
43380,3.0
43381,3.5
43382,3.5
43383,3.5
43384,3.5
43385,3.5
43386,3.0
43387,4.0
43388,4.0
43389,4.0
43390,4.0
43391,4.0
43392,3.5
43393,3.5
43394,4.0
43395,3.0
43396,3.0
43397,4.0
43398,2.5
43399,4.0
43400,3.5
43401,3.5
43402,3.5
43403,3.5
43404,3.0
43405,4.0
43406,4.0
43407,4.0
43408,4.0
43409,4.0
43410,3.5
43411,3.5
43412,3.0
43413,4.0
43414,4.0
43415,4.0
43416,4.5
43417,5.0
43418,3.0
43419,3.5
43420,3.5
43421,3.0
43422,2.5
43423,3.5
43424,3.5
43425,4.0
43426,4.5
43427,4.5
43428,3.0
43429,4.5
43430,4.5
43431,3.5
43432,3.0
43433,4.0
43434,3.5
43435,5.0
43436,3.5
43437,4.0
43438,3.5
43439,4.0
43440,2.5
43441,4.0
43442,4.0
43443,4.0
43444,4.0
43445,3.5
43446,4.0
43447,4.0
43448,3.5
43449,3.5
43450,4.0
43451,4.0
43452,3.0
43453,5.0
43454,4.0
43455,3.5
43456,3.5
43457,3.0
43458,4.0
43459,2.5
43460,3.0
43461,4.0
43462,3.0
43463,4.0
43464,3.5
43465,2.5
43466,3.5
43467,4.0
43468,4.0
43469,3.5
43470,4.0
43471,3.0
43472,3.5
43473,4.0
43474,4.0
43475,3.5
43476,4.0
43477,4.0
43478,3.5
43479,3.5
43480,3.0
43481,3.0
43482,4.0
43483,4.0
43484,3.5
43485,4.0
43486,4.5
43487,3.5
43488,4.0
43489,4.0
43490,3.0
43491,2.5
43492,4.0
43493,4.0
43494,3.5
43495,4.0
43496,4.0
43497,4.0
43498,3.0
43499,2.5
43500,3.5
43501,4.0
43502,3.0
43503,3.5
43504,3.5
43505,3.5
43506,3.5
43507,3.0
43508,4.0
43509,3.5
43510,4.0
43511,5.0
43512,4.0
43513,4.0
43514,3.0
43515,3.5
43516,4.0
43517,2.5
43518,3.5
43519,3.5
43520,4.5
43521,3.5
43522,3.5
43523,3.0
43524,3.0
43525,3.0
43526,4.5
43527,3.5
43528,3.0
43529,3.0
43530,3.0
43531,3.5
43532,3.5
43533,4.0
43534,3.0
43535,3.5
43536,3.0
43537,3.5
43538,3.5
43539,3.5
43540,3.0
43541,3.5
43542,3.5
43543,3.5
43544,4.0
43545,3.5
43546,3.5
43547,3.5
43548,3.5
43549,4.5
43550,4.0
43551,4.5
43552,3.5
43553,3.0
43554,2.5
43555,4.0
43556,4.0
43557,3.0
43558,3.0
43559,3.0
43560,4.0
43561,3.5
43562,3.5
43563,3.5
43564,3.5
43565,3.5
43566,4.5
43567,3.5
43568,4.0
43569,4.0
43570,3.5
43571,3.0
43572,3.5
43573,4.0
43574,3.0
43575,3.5
43576,4.0
43577,4.0
43578,3.5
43579,4.5
43580,4.0
43581,4.0
43582,3.5
43583,3.0
43584,3.5
43585,3.5
43586,3.5
43587,3.0
43588,4.0
43589,3.5
43590,4.5
43591,4.5
43592,3.0
43593,3.0
43594,3.5
43595,4.0
43596,4.0
43597,3.5
43598,5.0
43599,3.5
43600,3.5
43601,4.0
43602,3.5
43603,4.0
43604,3.5
43605,3.0
43606,3.5
43607,3.5
43608,4.0
43609,4.0
43610,3.5
43611,3.0
43612,3.5
43613,3.0
43614,4.0
43615,4.0
43616,4.0
43617,3.5
43618,4.0
43619,4.5
43620,4.0
43621,3.5
43622,3.5
43623,4.0
43624,4.0
43625,4.0
43626,3.0
43627,3.5
43628,4.0
43629,4.0
43630,3.5
43631,4.0
43632,3.0
43633,3.0
43634,4.0
43635,3.5
43636,3.5
43637,3.0
43638,3.0
43639,4.0
43640,4.0
43641,3.0
43642,3.5
43643,4.0
43644,3.5
43645,3.0
43646,3.0
43647,4.5
43648,3.0
43649,5.0
43650,4.0
43651,3.5
43652,4.0
43653,4.0
43654,3.5
43655,5.0
43656,3.5
43657,3.5
43658,4.0
43659,4.0
43660,3.5
43661,3.0
43662,4.0
43663,3.5
43664,3.5
43665,3.0
43666,4.0
43667,3.5
43668,3.5
43669,3.5
43670,3.5
43671,4.0
43672,3.0
43673,4.0
43674,4.5
43675,4.0
43676,4.0
43677,4.0
43678,4.5
43679,3.5
43680,3.0
43681,4.0
43682,3.5
43683,3.5
43684,3.5
43685,3.5
43686,3.5
43687,4.0
43688,4.0
43689,3.5
43690,3.5
43691,3.0
43692,3.5
43693,4.0
43694,3.0
43695,4.5
43696,4.5
43697,4.0
43698,4.0
43699,4.5
43700,4.0
43701,4.0
43702,4.0
43703,4.5
43704,4.5
43705,3.5
43706,4.0
43707,3.5
43708,3.5
43709,4.5
43710,3.5
43711,4.5
43712,4.0
43713,3.0
43714,4.0
43715,3.5
43716,4.0
43717,2.5
43718,4.0
43719,4.5
43720,3.0
43721,4.0
43722,3.0
43723,2.5
43724,3.5
43725,2.5
43726,3.5
43727,4.0
43728,4.0
43729,3.0
43730,4.0
43731,5.0
43732,3.0
43733,4.0
43734,3.5
43735,4.0
43736,3.0
43737,4.5
43738,3.5
43739,4.0
43740,4.0
43741,4.0
43742,3.5
43743,4.5
43744,3.5
43745,3.5
43746,4.5
43747,4.5
43748,4.5
43749,4.0
43750,4.0
43751,4.0
43752,3.5
43753,4.0
43754,3.5
43755,3.5
43756,4.0
43757,3.0
43758,3.5
43759,4.0
43760,3.5
43761,3.5
43762,4.0
43763,4.0
43764,3.5
43765,3.5
43766,4.0
43767,4.0
43768,4.0
43769,4.0
43770,4.5
43771,3.5
43772,3.0
43773,3.0
43774,3.5
43775,3.5
43776,4.0
43777,4.0
43778,3.5
43779,4.0
43780,4.0
43781,4.0
43782,3.5
43783,3.0
43784,3.0
43785,3.0
43786,4.0
43787,3.5
43788,3.0
43789,3.5
43790,4.0
43791,4.5
43792,4.0
43793,4.5
43794,4.0
43795,3.5
43796,4.0
43797,5.0
43798,2.5
43799,3.0
43800,3.0
43801,3.0
43802,3.5
43803,3.5
43804,4.5
43805,3.5
43806,3.5
43807,3.0
43808,3.5
43809,3.5
43810,4.0
43811,3.5
43812,3.0
43813,4.0
43814,3.0
43815,3.5
43816,4.0
43817,3.0
43818,3.5
43819,4.0
43820,5.0
43821,3.5
43822,2.5
43823,3.0
43824,3.0
43825,3.5
43826,4.0
43827,3.5
43828,4.0
43829,2.5
43830,4.5
43831,4.5
43832,3.0
43833,4.5
43834,3.0
43835,3.0
43836,4.0
43837,3.5
43838,3.0
43839,4.0
43840,4.5
43841,4.0
43842,4.5
43843,4.0
43844,3.5
43845,4.5
43846,4.5
43847,4.0
43848,3.5
43849,4.0
43850,4.0
43851,4.0
43852,4.5
43853,2.0
43854,4.5
43855,4.5
43856,3.5
43857,4.5
43858,4.5
43859,4.0
43860,5.0
43861,5.0
43862,5.0
43863,4.0
43864,5.0
43865,4.5
43866,5.0
43867,4.0
43868,5.0
43869,5.0
43870,4.0
43871,3.5
43872,4.0
43873,4.0
43874,5.0
43875,5.0
43876,4.5
43877,5.0
43878,4.0
43879,4.5
43880,4.0
43881,5.0
43882,3.5
43883,5.0
43884,4.5
43885,3.5
43886,3.5
43887,4.5
43888,3.5
43889,4.5
43890,4.5
43891,3.5
43892,4.0
43893,0.5
43894,4.0
43895,3.5
43896,4.0
43897,4.0
43898,4.0
43899,3.0
43900,3.5
43901,4.0
43902,4.0
43903,4.0
43904,5.0
43905,3.0
43906,3.0
43907,3.0
43908,3.0
43909,4.0
43910,4.0
43911,4.0
43912,5.0
43913,3.0
43914,4.0
43915,3.0
43916,3.0
43917,4.0
43918,3.0
43919,4.0
43920,3.0
43921,3.0
43922,4.0
43923,3.0
43924,3.0
43925,4.0
43926,4.0
43927,5.0
43928,3.0
43929,3.0
43930,3.0
43931,4.0
43932,3.0
43933,5.0
43934,4.0
43935,4.0
43936,3.0
43937,3.0
43938,5.0
43939,3.0
43940,3.0
43941,4.0
43942,3.0
43943,4.0
43944,4.0
43945,3.0
43946,3.0
43947,3.0
43948,3.0
43949,3.0
43950,4.0
43951,4.0
43952,3.0
43953,3.0
43954,3.0
43955,4.0
43956,5.0
43957,3.5
43958,3.0
43959,4.0
43960,4.0
43961,4.0
43962,3.5
43963,4.0
43964,3.5
43965,5.0
43966,4.0
43967,3.5
43968,3.5
43969,3.5
43970,3.0
43971,3.5
43972,3.0
43973,4.5
43974,4.0
43975,3.5
43976,3.5
43977,1.5
43978,5.0
43979,3.5
43980,4.0
43981,3.0
43982,2.5
43983,2.5
43984,5.0
43985,5.0
43986,2.5
43987,3.5
43988,4.0
43989,3.0
43990,1.0
43991,3.0
43992,3.0
43993,2.5
43994,4.0
43995,2.5
43996,4.0
43997,3.5
43998,3.0
43999,3.5
44000,5.0
44001,3.5
44002,1.0
44003,3.0
44004,4.0
44005,3.0
44006,2.0
44007,3.0
44008,3.5
44009,5.0
44010,3.5
44011,4.0
44012,3.5
44013,4.0
44014,4.0
44015,3.5
44016,3.5
44017,3.5
44018,4.0
44019,3.5
44020,4.5
44021,2.5
44022,3.0
44023,4.0
44024,0.5
44025,2.0
44026,3.5
44027,3.0
44028,0.5
44029,4.0
44030,3.0
44031,1.0
44032,3.5
44033,3.5
44034,2.0
44035,3.5
44036,3.5
44037,3.5
44038,2.0
44039,4.0
44040,4.0
44041,4.0
44042,4.0
44043,4.5
44044,3.5
44045,3.0
44046,4.5
44047,4.0
44048,4.0
44049,3.5
44050,5.0
44051,3.5
44052,0.5
44053,3.5
44054,4.0
44055,3.5
44056,2.5
44057,3.0
44058,2.5
44059,3.5
44060,3.5
44061,4.5
44062,3.0
44063,2.5
44064,3.0
44065,2.0
44066,3.5
44067,3.5
44068,2.0
44069,3.0
44070,4.0
44071,1.5
44072,3.0
44073,3.0
44074,2.5
44075,3.0
44076,4.0
44077,4.5
44078,2.5
44079,3.5
44080,2.0
44081,4.0
44082,2.5
44083,2.5
44084,5.0
44085,3.0
44086,3.5
44087,3.5
44088,3.0
44089,3.5
44090,3.5
44091,3.5
44092,4.0
44093,3.0
44094,3.0
44095,2.5
44096,2.5
44097,2.5
44098,3.0
44099,3.5
44100,3.0
44101,4.0
44102,3.5
44103,4.0
44104,3.5
44105,3.5
44106,3.5
44107,4.5
44108,4.0
44109,5.0
44110,4.0
44111,3.0
44112,3.0
44113,4.0
44114,4.0
44115,4.5
44116,2.0
44117,2.5
44118,4.0
44119,2.5
44120,3.5
44121,3.0
44122,3.0
44123,3.0
44124,3.0
44125,2.5
44126,2.5
44127,2.5
44128,2.5
44129,2.0
44130,3.5
44131,1.5
44132,3.0
44133,1.5
44134,2.0
44135,4.0
44136,3.5
44137,3.0
44138,1.5
44139,4.0
44140,4.0
44141,3.5
44142,4.5
44143,4.0
44144,2.0
44145,5.0
44146,4.0
44147,3.0
44148,3.0
44149,3.0
44150,2.0
44151,4.0
44152,4.0
44153,4.0
44154,4.0
44155,4.0
44156,4.0
44157,3.0
44158,2.0
44159,3.0
44160,1.0
44161,4.0
44162,2.0
44163,3.0
44164,2.0
44165,5.0
44166,5.0
44167,3.0
44168,5.0
44169,3.0
44170,4.0
44171,4.0
44172,5.0
44173,4.0
44174,5.0
44175,4.0
44176,2.0
44177,5.0
44178,3.0
44179,4.0
44180,3.0
44181,2.0
44182,3.0
44183,2.0
44184,2.0
44185,2.0
44186,3.0
44187,4.0
44188,4.0
44189,3.0
44190,5.0
44191,4.0
44192,3.0
44193,5.0
44194,2.0
44195,4.0
44196,1.0
44197,4.0
44198,4.0
44199,5.0
44200,5.0
44201,4.0
44202,4.0
44203,5.0
44204,5.0
44205,4.0
44206,3.0
44207,4.0
44208,5.0
44209,3.0
44210,3.0
44211,4.0
44212,5.0
44213,2.0
44214,4.0
44215,3.0
44216,5.0
44217,4.0
44218,5.0
44219,5.0
44220,5.0
44221,4.0
44222,4.0
44223,5.0
44224,4.0
44225,4.0
44226,4.0
44227,4.0
44228,4.0
44229,4.0
44230,4.0
44231,3.0
44232,4.0
44233,4.0
44234,4.0
44235,5.0
44236,2.0
44237,3.0
44238,3.0
44239,5.0
44240,4.0
44241,3.0
44242,2.0
44243,4.0
44244,4.0
44245,3.0
44246,2.0
44247,4.0
44248,2.0
44249,4.0
44250,4.0
44251,3.0
44252,4.0
44253,3.0
44254,3.0
44255,4.0
44256,5.0
44257,4.0
44258,4.0
44259,4.0
44260,2.0
44261,4.0
44262,4.0
44263,1.0
44264,3.0
44265,4.0
44266,3.0
44267,4.0
44268,3.0
44269,3.0
44270,4.0
44271,3.0
44272,3.0
44273,2.0
44274,4.0
44275,4.0
44276,5.0
44277,3.0
44278,3.0
44279,5.0
44280,4.0
44281,3.0
44282,4.0
44283,3.0
44284,3.0
44285,4.0
44286,4.0
44287,3.0
44288,3.0
44289,4.0
44290,3.0
44291,3.0
44292,4.0
44293,2.0
44294,4.0
44295,3.0
44296,4.0
44297,4.0
44298,2.0
44299,3.0
44300,4.0
44301,2.0
44302,4.0
44303,3.0
44304,4.0
44305,3.0
44306,5.0
44307,3.0
44308,4.0
44309,4.0
44310,1.0
44311,3.0
44312,4.0
44313,3.0
44314,2.0
44315,1.0
44316,3.0
44317,5.0
44318,4.0
44319,4.0
44320,3.0
44321,4.0
44322,4.0
44323,4.0
44324,4.0
44325,5.0
44326,4.0
44327,3.0
44328,2.0
44329,3.0
44330,3.0
44331,4.0
44332,4.0
44333,3.0
44334,5.0
44335,5.0
44336,4.0
44337,3.0
44338,4.0
44339,2.0
44340,3.0
44341,3.0
44342,2.0
44343,2.0
44344,4.0
44345,4.0
44346,4.0
44347,4.0
44348,3.0
44349,4.0
44350,3.0
44351,2.0
44352,4.0
44353,3.0
44354,4.0
44355,3.0
44356,3.0
44357,4.0
44358,4.0
44359,4.0
44360,3.0
44361,4.0
44362,3.0
44363,1.0
44364,2.0
44365,3.0
44366,2.0
44367,2.0
44368,4.0
44369,3.0
44370,5.0
44371,3.0
44372,3.0
44373,5.0
44374,4.0
44375,4.0
44376,2.0
44377,4.0
44378,4.0
44379,3.0
44380,4.0
44381,4.0
44382,2.0
44383,4.0
44384,4.0
44385,4.0
44386,3.0
44387,4.0
44388,3.0
44389,2.0
44390,4.0
44391,3.0
44392,4.0
44393,3.5
44394,2.0
44395,5.0
44396,4.0
44397,4.0
44398,4.5
44399,5.0
44400,4.5
44401,4.5
44402,3.0
44403,0.5
44404,4.5
44405,3.0
44406,4.5
44407,3.0
44408,4.5
44409,3.5
44410,5.0
44411,3.5
44412,4.0
44413,3.5
44414,4.5
44415,2.0
44416,3.5
44417,3.5
44418,4.0
44419,4.5
44420,3.5
44421,4.0
44422,4.0
44423,4.5
44424,5.0
44425,4.5
44426,4.5
44427,3.5
44428,1.0
44429,4.0
44430,4.0
44431,4.5
44432,3.0
44433,5.0
44434,4.5
44435,4.5
44436,4.0
44437,5.0
44438,4.5
44439,4.0
44440,5.0
44441,4.0
44442,4.0
44443,4.5
44444,4.0
44445,4.5
44446,5.0
44447,4.5
44448,3.5
44449,5.0
44450,1.5
44451,4.5
44452,2.0
44453,4.0
44454,4.5
44455,4.0
44456,4.0
44457,5.0
44458,4.5
44459,4.0
44460,4.5
44461,3.0
44462,5.0
44463,4.5
44464,4.5
44465,5.0
44466,4.5
44467,5.0
44468,5.0
44469,1.5
44470,4.5
44471,4.5
44472,1.5
44473,4.5
44474,4.0
44475,3.5
44476,4.0
44477,3.0
44478,4.0
44479,3.5
44480,3.5
44481,4.0
44482,4.0
44483,4.5
44484,4.5
44485,5.0
44486,4.5
44487,3.5
44488,3.0
44489,5.0
44490,4.0
44491,3.5
44492,3.0
44493,2.0
44494,4.0
44495,1.0
44496,3.5
44497,3.5
44498,2.5
44499,5.0
44500,4.5
44501,5.0
44502,3.5
44503,4.5
44504,4.5
44505,3.0
44506,3.0
44507,4.5
44508,4.0
44509,4.5
44510,5.0
44511,4.0
44512,5.0
44513,4.0
44514,4.5
44515,3.5
44516,4.5
44517,5.0
44518,4.5
44519,4.5
44520,5.0
44521,3.5
44522,3.5
44523,3.5
44524,5.0
44525,4.0
44526,4.0
44527,4.0
44528,3.5
44529,4.5
44530,4.0
44531,4.0
44532,5.0
44533,5.0
44534,3.5
44535,3.0
44536,4.5
44537,3.5
44538,3.5
44539,3.5
44540,3.5
44541,5.0
44542,2.0
44543,3.5
44544,2.0
44545,2.5
44546,5.0
44547,4.0
44548,5.0
44549,5.0
44550,5.0
44551,4.0
44552,4.5
44553,5.0
44554,5.0
44555,5.0
44556,5.0
44557,5.0
44558,4.5
44559,3.5
44560,1.0
44561,3.5
44562,5.0
44563,3.0
44564,5.0
44565,2.0
44566,4.0
44567,1.0
44568,2.0
44569,3.0
44570,5.0
44571,5.0
44572,2.0
44573,5.0
44574,3.0
44575,1.5
44576,2.5
44577,2.0
44578,5.0
44579,2.0
44580,3.5
44581,1.0
44582,2.0
44583,4.0
44584,3.0
44585,4.0
44586,5.0
44587,4.5
44588,5.0
44589,5.0
44590,0.5
44591,3.5
44592,1.0
44593,4.0
44594,3.0
44595,4.0
44596,5.0
44597,2.0
44598,2.5
44599,3.5
44600,5.0
44601,3.0
44602,4.0
44603,5.0
44604,1.0
44605,4.0
44606,5.0
44607,5.0
44608,5.0
44609,5.0
44610,5.0
44611,3.0
44612,5.0
44613,5.0
44614,4.0
44615,4.0
44616,5.0
44617,4.5
44618,4.0
44619,4.0
44620,4.5
44621,5.0
44622,5.0
44623,5.0
44624,3.0
44625,4.0
44626,3.0
44627,2.0
44628,4.0
44629,3.0
44630,4.0
44631,3.0
44632,4.0
44633,5.0
44634,5.0
44635,3.0
44636,4.0
44637,0.5
44638,4.0
44639,3.0
44640,4.0
44641,3.5
44642,0.5
44643,5.0
44644,3.5
44645,1.0
44646,2.5
44647,3.5
44648,3.5
44649,3.0
44650,3.0
44651,2.0
44652,2.5
44653,2.0
44654,1.5
44655,3.0
44656,3.5
44657,3.0
44658,3.0
44659,2.5
44660,2.5
44661,3.5
44662,3.5
44663,3.0
44664,3.0
44665,3.0
44666,4.0
44667,3.0
44668,5.0
44669,3.0
44670,3.5
44671,3.0
44672,3.5
44673,4.5
44674,3.0
44675,4.5
44676,4.5
44677,2.0
44678,5.0
44679,4.5
44680,2.5
44681,3.0
44682,5.0
44683,2.0
44684,5.0
44685,2.0
44686,3.5
44687,5.0
44688,1.0
44689,2.5
44690,3.5
44691,4.5
44692,1.5
44693,3.0
44694,1.0
44695,3.5
